wav_path	per
G:\RP\TIMIT16kHz\TEST\DR2\FSLB1\SA1.WAV	0.11363636363636363
G:\RP\TIMIT16kHz\TEST\DR2\FSLB1\SA2.WAV	0.05128205128205128
G:\RP\TIMIT16kHz\TEST\DR2\FSLB1\SI1904.WAV	0.075
G:\RP\TIMIT16kHz\TEST\DR2\FSLB1\SI644.WAV	0.23333333333333334
G:\RP\TIMIT16kHz\TEST\DR2\FSLB1\SI891.WAV	0.109375
G:\RP\TIMIT16kHz\TEST\DR2\FSLB1\SX104.WAV	0.0
G:\RP\TIMIT16kHz\TEST\DR2\FSLB1\SX14.WAV	0.05128205128205128
G:\RP\TIMIT16kHz\TEST\DR2\FSLB1\SX194.WAV	0.08333333333333333
G:\RP\TIMIT16kHz\TEST\DR2\FSLB1\SX284.WAV	0.09090909090909091
G:\RP\TIMIT16kHz\TEST\DR2\FSLB1\SX374.WAV	0.07407407407407407
G:\RP\TIMIT16kHz\TEST\DR2\MABW0\SA1.WAV	0.12195121951219512
G:\RP\TIMIT16kHz\TEST\DR2\MABW0\SA2.WAV	0.15151515151515152
G:\RP\TIMIT16kHz\TEST\DR2\MABW0\SI1230.WAV	0.18461538461538463
G:\RP\TIMIT16kHz\TEST\DR2\MABW0\SI1664.WAV	0.16666666666666666
G:\RP\TIMIT16kHz\TEST\DR2\MABW0\SI2294.WAV	0.2571428571428571
G:\RP\TIMIT16kHz\TEST\DR2\MABW0\SX134.WAV	0.15555555555555556
G:\RP\TIMIT16kHz\TEST\DR2\MABW0\SX224.WAV	0.15
G:\RP\TIMIT16kHz\TEST\DR2\MABW0\SX314.WAV	0.1590909090909091
G:\RP\TIMIT16kHz\TEST\DR2\MABW0\SX404.WAV	0.09090909090909091
G:\RP\TIMIT16kHz\TEST\DR2\MABW0\SX44.WAV	0.16216216216216217
G:\RP\TIMIT16kHz\TEST\DR2\MBJK0\SA1.WAV	0.16279069767441862
G:\RP\TIMIT16kHz\TEST\DR2\MBJK0\SA2.WAV	0.05263157894736842
G:\RP\TIMIT16kHz\TEST\DR2\MBJK0\SI1175.WAV	0.1590909090909091
G:\RP\TIMIT16kHz\TEST\DR2\MBJK0\SI2128.WAV	0.09375
G:\RP\TIMIT16kHz\TEST\DR2\MBJK0\SI545.WAV	0.08333333333333333
G:\RP\TIMIT16kHz\TEST\DR2\MBJK0\SX185.WAV	0.07692307692307693
G:\RP\TIMIT16kHz\TEST\DR2\MBJK0\SX275.WAV	0.08333333333333333
G:\RP\TIMIT16kHz\TEST\DR2\MBJK0\SX365.WAV	0.061224489795918366
G:\RP\TIMIT16kHz\TEST\DR2\MBJK0\SX5.WAV	0.11764705882352941
G:\RP\TIMIT16kHz\TEST\DR2\MBJK0\SX95.WAV	0.1282051282051282
G:\RP\TIMIT16kHz\TEST\DR2\MCCS0\SA1.WAV	0.04878048780487805
G:\RP\TIMIT16kHz\TEST\DR2\MCCS0\SA2.WAV	0.08571428571428572
G:\RP\TIMIT16kHz\TEST\DR2\MCCS0\SI1469.WAV	0.09230769230769231
G:\RP\TIMIT16kHz\TEST\DR2\MCCS0\SI2099.WAV	0.14814814814814814
G:\RP\TIMIT16kHz\TEST\DR2\MCCS0\SI839.WAV	0.08771929824561403
G:\RP\TIMIT16kHz\TEST\DR2\MCCS0\SX119.WAV	0.07142857142857142
G:\RP\TIMIT16kHz\TEST\DR2\MCCS0\SX209.WAV	0.125
G:\RP\TIMIT16kHz\TEST\DR2\MCCS0\SX29.WAV	0.15151515151515152
G:\RP\TIMIT16kHz\TEST\DR2\MCCS0\SX299.WAV	0.10526315789473684
G:\RP\TIMIT16kHz\TEST\DR2\MCCS0\SX389.WAV	0.05555555555555555
G:\RP\TIMIT16kHz\TEST\DR2\MCEM0\SA1.WAV	0.08108108108108109
G:\RP\TIMIT16kHz\TEST\DR2\MCEM0\SA2.WAV	0.06451612903225806
G:\RP\TIMIT16kHz\TEST\DR2\MCEM0\SI1398.WAV	0.14814814814814814
G:\RP\TIMIT16kHz\TEST\DR2\MCEM0\SI2028.WAV	0.09523809523809523
G:\RP\TIMIT16kHz\TEST\DR2\MCEM0\SI768.WAV	0.11538461538461539
G:\RP\TIMIT16kHz\TEST\DR2\MCEM0\SX138.WAV	0.0425531914893617
G:\RP\TIMIT16kHz\TEST\DR2\MCEM0\SX228.WAV	0.125
G:\RP\TIMIT16kHz\TEST\DR2\MCEM0\SX318.WAV	0.058823529411764705
G:\RP\TIMIT16kHz\TEST\DR2\MCEM0\SX408.WAV	0.08333333333333333
G:\RP\TIMIT16kHz\TEST\DR2\MCEM0\SX48.WAV	0.1282051282051282
G:\RP\TIMIT16kHz\TEST\DR2\MDBB0\SA1.WAV	0.14285714285714285
G:\RP\TIMIT16kHz\TEST\DR2\MDBB0\SA2.WAV	0.11428571428571428
G:\RP\TIMIT16kHz\TEST\DR2\MDBB0\SI1195.WAV	0.15384615384615385
G:\RP\TIMIT16kHz\TEST\DR2\MDBB0\SI1825.WAV	0.13333333333333333
G:\RP\TIMIT16kHz\TEST\DR2\MDBB0\SI565.WAV	0.08695652173913043
G:\RP\TIMIT16kHz\TEST\DR2\MDBB0\SX115.WAV	0.15
G:\RP\TIMIT16kHz\TEST\DR2\MDBB0\SX205.WAV	0.11320754716981132
G:\RP\TIMIT16kHz\TEST\DR2\MDBB0\SX25.WAV	0.125
G:\RP\TIMIT16kHz\TEST\DR2\MDBB0\SX295.WAV	0.15217391304347827
G:\RP\TIMIT16kHz\TEST\DR2\MDBB0\SX385.WAV	0.13793103448275862
G:\RP\TIMIT16kHz\TEST\DR2\MDLD0\SA1.WAV	0.046511627906976744
G:\RP\TIMIT16kHz\TEST\DR2\MDLD0\SA2.WAV	0.05405405405405406
G:\RP\TIMIT16kHz\TEST\DR2\MDLD0\SI1543.WAV	0.0
G:\RP\TIMIT16kHz\TEST\DR2\MDLD0\SI2173.WAV	0.031746031746031744
G:\RP\TIMIT16kHz\TEST\DR2\MDLD0\SI913.WAV	0.1568627450980392
G:\RP\TIMIT16kHz\TEST\DR2\MDLD0\SX103.WAV	0.15
G:\RP\TIMIT16kHz\TEST\DR2\MDLD0\SX13.WAV	0.13043478260869565
G:\RP\TIMIT16kHz\TEST\DR2\MDLD0\SX193.WAV	0.2
G:\RP\TIMIT16kHz\TEST\DR2\MDLD0\SX283.WAV	0.0392156862745098
G:\RP\TIMIT16kHz\TEST\DR2\MDLD0\SX373.WAV	0.027777777777777776
G:\RP\TIMIT16kHz\TEST\DR2\MGWT0\SA1.WAV	0.04878048780487805
G:\RP\TIMIT16kHz\TEST\DR2\MGWT0\SA2.WAV	0.08571428571428572
G:\RP\TIMIT16kHz\TEST\DR2\MGWT0\SI1539.WAV	0.08571428571428572
G:\RP\TIMIT16kHz\TEST\DR2\MGWT0\SI2169.WAV	0.07017543859649122
G:\RP\TIMIT16kHz\TEST\DR2\MGWT0\SI909.WAV	0.11538461538461539
G:\RP\TIMIT16kHz\TEST\DR2\MGWT0\SX189.WAV	0.11428571428571428
G:\RP\TIMIT16kHz\TEST\DR2\MGWT0\SX279.WAV	0.16
G:\RP\TIMIT16kHz\TEST\DR2\MGWT0\SX369.WAV	0.27586206896551724
G:\RP\TIMIT16kHz\TEST\DR2\MGWT0\SX9.WAV	0.22727272727272727
G:\RP\TIMIT16kHz\TEST\DR2\MGWT0\SX99.WAV	0.13157894736842105
G:\RP\TIMIT16kHz\TEST\DR2\MJAR0\SA1.WAV	0.07142857142857142
G:\RP\TIMIT16kHz\TEST\DR2\MJAR0\SA2.WAV	0.14705882352941177
G:\RP\TIMIT16kHz\TEST\DR2\MJAR0\SI1988.WAV	0.13043478260869565
G:\RP\TIMIT16kHz\TEST\DR2\MJAR0\SI2247.WAV	0.1111111111111111
G:\RP\TIMIT16kHz\TEST\DR2\MJAR0\SI728.WAV	0.07692307692307693
G:\RP\TIMIT16kHz\TEST\DR2\MJAR0\SX188.WAV	0.10526315789473684
G:\RP\TIMIT16kHz\TEST\DR2\MJAR0\SX278.WAV	0.06
G:\RP\TIMIT16kHz\TEST\DR2\MJAR0\SX368.WAV	0.09259259259259259
G:\RP\TIMIT16kHz\TEST\DR2\MJAR0\SX8.WAV	0.08695652173913043
G:\RP\TIMIT16kHz\TEST\DR2\MJAR0\SX98.WAV	0.08695652173913043
G:\RP\TIMIT16kHz\TEST\DR2\MMDB1\SA1.WAV	0.0975609756097561
G:\RP\TIMIT16kHz\TEST\DR2\MMDB1\SA2.WAV	0.15151515151515152
G:\RP\TIMIT16kHz\TEST\DR2\MMDB1\SI1625.WAV	0.07692307692307693
G:\RP\TIMIT16kHz\TEST\DR2\MMDB1\SI2255.WAV	0.10204081632653061
G:\RP\TIMIT16kHz\TEST\DR2\MMDB1\SI995.WAV	0.10344827586206896
G:\RP\TIMIT16kHz\TEST\DR2\MMDB1\SX185.WAV	0.037037037037037035
G:\RP\TIMIT16kHz\TEST\DR2\MMDB1\SX275.WAV	0.14705882352941177
G:\RP\TIMIT16kHz\TEST\DR2\MMDB1\SX365.WAV	0.16326530612244897
G:\RP\TIMIT16kHz\TEST\DR2\MMDB1\SX5.WAV	0.0
G:\RP\TIMIT16kHz\TEST\DR2\MMDB1\SX95.WAV	0.09302325581395349
G:\RP\TIMIT16kHz\TEST\DR2\MMDM2\SA1.WAV	0.07692307692307693
G:\RP\TIMIT16kHz\TEST\DR2\MMDM2\SA2.WAV	0.05714285714285714
G:\RP\TIMIT16kHz\TEST\DR2\MMDM2\SI1452.WAV	0.07936507936507936
G:\RP\TIMIT16kHz\TEST\DR2\MMDM2\SI1555.WAV	0.0
G:\RP\TIMIT16kHz\TEST\DR2\MMDM2\SI2082.WAV	0.09523809523809523
G:\RP\TIMIT16kHz\TEST\DR2\MMDM2\SX102.WAV	0.08333333333333333
G:\RP\TIMIT16kHz\TEST\DR2\MMDM2\SX12.WAV	0.15
G:\RP\TIMIT16kHz\TEST\DR2\MMDM2\SX192.WAV	0.07692307692307693
G:\RP\TIMIT16kHz\TEST\DR2\MMDM2\SX282.WAV	0.024390243902439025
G:\RP\TIMIT16kHz\TEST\DR2\MMDM2\SX372.WAV	0.05128205128205128
G:\RP\TIMIT16kHz\TEST\DR2\MPDF0\SA1.WAV	0.023809523809523808
G:\RP\TIMIT16kHz\TEST\DR2\MPDF0\SA2.WAV	0.08571428571428572
G:\RP\TIMIT16kHz\TEST\DR2\MPDF0\SI1542.WAV	0.15
G:\RP\TIMIT16kHz\TEST\DR2\MPDF0\SI2172.WAV	0.046511627906976744
G:\RP\TIMIT16kHz\TEST\DR2\MPDF0\SI912.WAV	0.027777777777777776
G:\RP\TIMIT16kHz\TEST\DR2\MPDF0\SX102.WAV	0.038461538461538464
G:\RP\TIMIT16kHz\TEST\DR2\MPDF0\SX12.WAV	0.08
G:\RP\TIMIT16kHz\TEST\DR2\MPDF0\SX192.WAV	0.11538461538461539
G:\RP\TIMIT16kHz\TEST\DR2\MPDF0\SX282.WAV	0.1
G:\RP\TIMIT16kHz\TEST\DR2\MPDF0\SX372.WAV	0.05128205128205128
G:\RP\TIMIT16kHz\TEST\DR2\MPGL0\SA1.WAV	0.17073170731707318
G:\RP\TIMIT16kHz\TEST\DR2\MPGL0\SA2.WAV	0.08823529411764706
